Average operating time,Desired Position Motor #1,Present Position Motor #1,Desired Position Motor #2,Present Position Motor #2
31959.8,-105.801,-129.21,145.623,126.708
31959.8,-105.801,-126.712,145.623,129.289
31959.9,-105.801,-124.155,145.623,131.969
31959.8,-96.4484,-121.45,151.979,134.537
31959.9,-96.4484,-118.821,151.979,136.919
31959.9,-96.4484,-116.101,151.979,139.471
31960,-96.4484,-113.268,151.979,141.864
31959.9,-86.7154,-110.516,157.735,143.866
31959.9,-86.7154,-107.886,157.735,145.523
31959.9,-86.7154,-105.34,157.735,147.256
31959.9,-76.6403,-102.684,162.868,149.176
31959.9,-76.6403,-99.9959,162.868,151.108
31960.1,-76.6403,-97.2603,162.868,153.199
31959.9,-66.2618,-94.3461,167.359,155.084
31959.9,-66.2618,-91.4535,167.359,156.792
31959.9,-66.2618,-88.5042,167.359,158.656
31959.9,-55.6229,-85.3806,171.189,160.386
31959.9,-55.6229,-82.3201,171.189,161.95
31959.9,-55.6229,-79.1571,171.189,163.603
31959.9,-44.7638,-75.8951,174.344,165.082
31959.9,-44.7638,-72.6452,174.344,166.356
31959.9,-44.7638,-69.3359,174.344,167.777
31959.9,-33.7283,-65.9534,176.811,169.12
31960,-33.7283,-62.5931,176.811,170.234
31960,-33.7283,-59.2156,176.811,171.422
31960,-22.5594,-55.6573,178.58,172.493
31960,-22.5594,-52.1995,178.58,173.454
31960,-22.5594,-48.6735,178.58,174.436
31960,-11.3016,-45.0923,179.644,175.221
31960,-11.3016,-41.5355,179.644,175.95
31960,-11.3016,-37.95,179.644,176.687
31960,-11.3016,-34.2978,179.644,177.26
31960,0,-30.6786,180,177.729
31960,0,-27.3363,180,178.188
31960,0,-24.0599,180,178.548
31960,11.3016,-20.6839,179.644,178.818
31960.1,11.3016,-17.4125,179.644,178.964
31960.1,11.3016,-14.0321,179.644,179.073
31960.1,22.5594,-10.5664,178.58,179.17
31960.1,22.5594,-7.12222,178.58,179.168
31960.1,22.5594,-3.65077,178.58,179.119
31960.1,33.7283,-0.0423173,176.811,179.045
31960.1,33.7283,3.47361,176.811,178.873
31960.1,33.7283,7.06986,176.811,178.484
31960.1,44.7638,10.7027,174.344,178.157
31960.1,44.7638,14.3657,174.344,177.803
31960.2,44.7638,17.9662,174.344,177.23
31960.2,55.6229,21.6708,171.189,176.676
31960.2,55.6229,25.2957,171.189,176.133
31960.2,55.6229,28.9515,171.189,175.304
31960.1,66.2618,32.6747,167.359,174.424
31960.2,66.2618,36.3226,167.359,173.608
31960.2,66.2618,39.9404,167.359,172.631
31960.2,66.2618,43.645,167.359,171.601
31960.2,76.6403,47.1946,162.868,170.754
31960.2,76.6403,50.5549,162.868,169.969
31960.2,76.6403,53.7939,162.868,168.943
31960.2,86.7154,57.099,157.735,167.784
31960.2,86.7154,60.3187,157.735,166.58
31960.3,86.7154,63.5735,157.735,165.095
31960.3,96.4484,66.9181,151.979,163.612
31960.3,96.4484,70.1535,151.979,162.212
31960.3,96.4484,73.4471,151.979,160.593
31960.3,105.801,76.7887,145.623,158.914
31960.3,105.801,80.0328,145.623,157.3
31960.3,105.801,83.287,145.623,155.456
31960.3,114.736,86.6078,138.692,153.58
31960.4,114.736,89.7895,138.692,151.759
31960.3,114.736,93.025,138.692,149.704
31960.3,123.218,96.2676,131.214,147.639
31960.4,123.218,99.3855,131.214,145.659
31960.4,123.218,102.518,131.214,143.394
31960.3,131.214,105.646,123.218,141.143
31960.4,131.214,108.696,123.218,138.925
31960.5,131.214,111.713,123.218,136.543
31960.4,138.692,114.741,114.735,134.144
31960.4,138.692,117.634,114.735,131.776
31960.4,138.692,120.491,114.735,129.157
31960.4,138.692,123.384,114.735,126.578
31960.5,145.623,126.07,105.8,124.218
31960.4,145.623,128.507,105.8,122.126
31960.5,145.623,130.849,105.8,119.899
31960.5,151.979,133.197,96.448,117.531
31960.5,151.979,135.468,96.448,115.057
31960.5,151.979,137.772,96.448,112.284
31960.4,157.735,140.079,86.7153,109.466
31960.5,157.735,142.295,86.7153,106.722
31960.5,157.735,144.51,86.7153,103.753
31960.5,162.869,146.721,76.64,100.789
31960.5,162.869,148.797,76.64,97.8441
31960.5,162.869,150.876,76.64,94.6927
31960.5,167.359,152.958,66.2613,91.5484
31960.5,167.359,154.864,66.2613,88.4658
31960.5,167.359,156.778,66.2613,85.1674
31960.5,171.19,158.676,55.6219,81.8904
31960.5,171.19,160.38,55.6219,78.6904
31960.5,171.19,162.052,55.6219,75.2877
31960.5,174.345,163.743,44.7633,71.9253
31960.6,174.345,165.264,44.7633,68.6234
31960.6,174.345,166.724,44.7633,65.1307
31960.6,176.811,168.138,33.728,61.619
31960.6,176.811,169.391,33.728,58.2116
31960.6,176.811,170.623,33.728,54.5766
31960.6,176.811,171.83,33.728,50.9914
31960.6,178.581,172.835,22.5588,47.7772
31960.6,178.581,173.627,22.5588,44.8036
31960.6,178.581,174.388,22.5588,41.6889
31960.6,179.644,175.194,11.3019,38.4972
31960.6,179.644,175.872,11.3019,35.2794
31960.6,179.644,176.559,11.3019,31.8198
31960.6,180,177.182,0,28.3366
31960.6,180,177.675,0,24.909
31960.6,180,178.144,0,21.2705
31960.6,179.644,178.516,-11.3019,17.6747
31960.7,179.644,178.785,-11.3019,14.131
31960.7,179.644,178.939,-11.3019,10.3905
31960.7,178.581,179.07,-22.5588,6.69748
31960.7,178.581,179.16,-22.5588,3.10044
31960.7,178.581,179.126,-22.5588,-0.658963
31960.7,176.811,179.04,-33.728,-4.41007
31960.7,176.811,178.939,-33.728,-8.09244
31960.7,176.811,178.715,-33.728,-11.8364
31960.7,174.345,178.35,-44.7633,-15.616
31960.7,174.345,178.007,-44.7633,-19.2569
31960.7,174.345,177.63,-44.7633,-23.0815
31960.7,171.19,177.065,-55.6219,-26.7982
31960.7,171.19,176.467,-55.6219,-30.4154
31960.7,171.19,175.79,-55.6219,-34.1724
31960.7,171.19,174.979,-55.6219,-37.9093
31960.7,167.359,174.167,-66.2613,-41.2361
31960.7,167.359,173.574,-66.2613,-44.2702
31960.7,167.359,172.948,-66.2613,-47.411
31960.7,162.869,172.128,-76.64,-50.5908
31960.7,162.869,171.239,-76.64,-53.7707
31960.8,162.869,170.159,-76.64,-57.1959
31960.8,157.735,168.886,-86.7153,-60.563
31960.8,157.735,167.721,-86.7153,-63.8684
31960.8,157.735,166.42,-86.7153,-67.3422
31960.8,151.979,164.937,-96.448,-70.7425
31960.8,151.979,163.529,-96.448,-74.0421
31960.8,151.979,162.111,-96.448,-77.4673
31960.9,145.623,160.452,-105.8,-80.8332
31961,145.623,158.828,-105.8,-84.0664
31960.9,145.623,157.115,-105.8,-87.4121
31960.9,138.692,155.291,-114.735,-90.6797
31960.9,138.692,153.55,-114.735,-93.8145
31960.9,138.692,151.665,-114.735,-97.0667
31960.9,131.214,149.584,-123.218,-100.239
31960.9,131.214,147.663,-123.218,-103.266
31960.9,131.214,145.629,-123.218,-106.457
31961,131.214,143.415,-123.218,-109.524
31961,123.218,141.2,-131.214,-112.201
31961,123.218,139.251,-131.214,-114.565
31961,123.218,137.379,-131.214,-116.946
31961,114.736,135.247,-138.692,-119.441
31961,114.736,133.155,-138.692,-121.969
31961,114.736,131.041,-138.692,-124.665
31961,105.801,128.578,-145.623,-127.262
31961,105.801,126.269,-145.623,-129.742
31961,105.801,123.831,-145.623,-132.351
31961,96.4484,121.137,-151.979,-134.839
31961,96.4484,118.633,-151.979,-137.209
31961,96.4484,115.985,-151.979,-139.695
31961.1,86.7154,113.066,-157.735,-142.012
31961.1,86.7154,110.382,-157.735,-144.216
31961.1,86.7154,107.556,-157.735,-146.528
31961.1,76.6403,104.494,-162.868,-148.708
31961.2,76.6403,101.663,-162.868,-150.765
31961.1,76.6403,98.5506,-162.868,-152.882
31961.3,66.2618,95.455,-167.359,-154.872
31961.2,66.2618,92.3787,-167.359,-156.639
31961.3,66.2618,89.3556,-167.359,-158.551
31961.2,55.6229,86.0168,-171.189,-160.283
31961.2,55.6229,82.9068,-171.189,-161.786
31961.2,55.6229,79.6757,-171.189,-163.315
31961.2,55.6229,76.3204,-171.189,-164.831
31961.2,44.7638,72.9788,-174.344,-166.081
31961.2,44.7638,70.0029,-174.344,-167.2
31961.3,44.7638,67.0084,-174.344,-168.433
31961.3,33.7283,63.8088,-176.811,-169.619
31961.3,33.7283,60.7992,-176.811,-170.67
31961.3,33.7283,57.6749,-176.811,-171.812
31961.3,22.5594,54.2874,-178.58,-172.787
31961.3,22.5594,51.1509,-178.58,-173.647
31961.3,22.5594,47.805,-178.58,-174.59
31961.3,11.3016,44.2431,-179.644,-175.366
31961.4,11.3016,40.918,-179.644,-176.097
31961.4,11.3016,37.481,-179.644,-176.851
31961.4,0,33.7735,-180,-177.393
31961.5,0,30.3645,-180,-177.87
31961.4,0,26.6922,-180,-178.255
31961.4,-11.3016,22.9927,-179.644,-178.586
31961.4,-11.3016,19.4918,-179.644,-178.792
31961.4,-11.3016,15.8747,-179.644,-178.929
31961.5,-22.5594,12.0009,-178.58,-179.049
31961.4,-22.5594,8.34369,-178.58,-179.065
31961.4,-22.5594,4.77899,-178.58,-179.039
31961.4,-33.7283,0.894402,-176.811,-178.995
31961.6,-33.7283,-2.67603,-176.811,-178.849
31961.5,-33.7283,-6.52189,-176.811,-178.551
31961.5,-33.7283,-10.2114,-176.811,-178.227
31961.5,-44.7638,-13.9898,-174.344,-177.964
31961.5,-44.7638,-17.3185,-174.344,-177.612
31961.5,-44.7638,-20.6609,-174.344,-176.988
31961.5,-55.6229,-24.1646,-171.189,-176.415
31961.6,-55.6229,-27.38,-171.189,-175.934
31961.6,-55.6229,-30.792,-171.189,-175.196
31961.7,-66.2618,-34.3602,-167.359,-174.385
31961.6,-66.2618,-37.7865,-167.359,-173.628
31961.6,-66.2618,-41.126,-167.359,-172.641
31961.6,-76.6403,-44.7768,-162.868,-171.513
31961.6,-76.6403,-48.0976,-162.868,-170.475
31961.7,-76.6403,-51.5891,-162.868,-169.209
31961.8,-86.7154,-55.242,-157.735,-167.932
31961.7,-86.7154,-58.6941,-157.735,-166.75
31961.8,-86.7154,-62.058,-157.735,-165.303
31961.8,-96.4484,-65.7217,-151.979,-163.838
31961.7,-96.4484,-69.135,-151.979,-162.421
31961.8,-96.4484,-72.4537,-151.979,-160.708
31961.8,-105.801,-76.0514,-145.623,-159.048
31961.8,-105.801,-79.2919,-145.623,-157.458
31961.8,-105.801,-82.6895,-145.623,-155.616
31961.8,-114.736,-86.1746,-138.692,-153.679
31961.8,-114.736,-89.3771,-138.692,-151.871
31961.8,-114.736,-92.6204,-138.692,-149.747
31961.8,-114.736,-95.9384,-138.692,-147.678
31961.8,-123.218,-99.1717,-131.214,-145.909
31961.8,-123.218,-101.974,-131.214,-144.424
31961.8,-123.218,-104.766,-131.214,-142.855
31961.8,-131.214,-107.678,-123.218,-140.91
31961.8,-131.214,-110.333,-123.218,-138.961
31961.9,-131.214,-113.055,-123.218,-136.589
31961.9,-138.692,-115.933,-114.735,-134.113
31961.9,-138.692,-118.567,-114.735,-131.721
31961.9,-138.692,-121.247,-114.735,-129.204
31961.9,-145.623,-124.089,-105.8,-126.523
31961.9,-145.623,-126.622,-105.8,-124.004
31961.9,-145.623,-129.246,-105.8,-121.237
31961.9,-151.979,-131.97,-96.448,-118.511
31962,-151.979,-134.387,-96.448,-115.896
31962,-151.979,-136.871,-96.448,-112.892
31962.1,-157.735,-139.461,-86.7153,-110.012
31962,-157.735,-141.802,-86.7153,-107.23
31962,-157.735,-144.065,-86.7153,-104.082
31962,-162.869,-146.461,-76.64,-101.05
31962,-162.869,-148.542,-76.64,-98.1807
31962,-162.869,-150.674,-76.64,-94.9973
31962,-167.359,-152.86,-66.2613,-91.7061
31962.1,-167.359,-154.766,-66.2613,-88.5985
31962.1,-167.359,-156.683,-66.2613,-85.2954
31962.1,-167.359,-158.613,-66.2613,-81.9793
31962.1,-171.19,-160.375,-55.6219,-78.9689
31962.1,-171.19,-161.723,-55.6219,-76.243
31962.1,-171.19,-162.969,-55.6219,-73.389
31962.1,-174.345,-164.312,-44.7633,-70.4225
31962.1,-174.345,-165.619,-44.7633,-67.4003
31962.2,-174.345,-167.033,-44.7633,-64.1896
31962.1,-176.811,-168.445,-33.728,-60.877
31962.1,-176.811,-169.615,-33.728,-57.6332
31962.2,-176.811,-170.793,-33.728,-54.1748
31962.3,-178.581,-171.99,-22.5588,-50.7034
31962.2,-178.581,-172.961,-22.5588,-47.1953
31962.2,-178.581,-173.885,-22.5588,-43.5615
31962.2,-179.644,-174.813,-11.3019,-40.1636
31962.3,-179.644,-175.557,-11.3019,-36.5867
31962.2,-179.644,-176.276,-11.3019,-32.8853
31962.3,-180,-176.951,0,-29.2006
31962.3,-180,-177.492,0,-25.6119
31962.3,-180,-177.975,0,-21.8513
31962.3,-179.644,-178.373,11.3019,-18.1487
31962.3,-179.644,-178.673,11.3019,-14.5778
31962.3,-179.644,-178.865,11.3019,-10.6892
31962.3,-179.644,-179.012,11.3019,-7.08741
31962.3,-178.581,-179.144,22.5588,-3.59467
31962.3,-178.581,-179.207,22.5588,-0.443259
31962.4,-178.581,-179.175,22.5588,2.65481
31962.4,-176.811,-179.06,33.728,6.07881
31962.4,-176.811,-178.959,33.728,9.27526
31962.4,-176.811,-178.735,33.728,12.909
31962.4,-174.345,-178.368,44.7633,16.4243
31962.4,-174.345,-178.06,44.7633,19.8092
31962.4,-174.345,-177.66,44.7633,23.4868
31962.4,-171.19,-177.051,55.6219,27.1396
31962.4,-171.19,-176.474,55.6219,30.6619
31962.5,-171.19,-175.777,55.6219,34.4794
31962.6,-167.359,-174.909,66.2613,37.9852
31962.5,-167.359,-174.112,66.2613,41.4483
31962.5,-167.359,-173.269,66.2613,45.1674
31962.5,-162.869,-172.232,76.64,48.8047
31962.5,-162.869,-171.264,76.64,52.4516
31962.5,-162.869,-170.192,76.64,55.9716
31962.6,-157.735,-168.956,86.7153,59.5212
31962.6,-157.735,-167.723,86.7153,63.04
31962.6,-157.735,-166.418,86.7153,66.6074
31962.7,-151.979,-164.981,96.448,70.112
31962.6,-151.979,-163.583,96.448,73.485
31962.6,-151.979,-162.113,96.448,77.088
31962.6,-151.979,-160.478,96.448,80.4077
31962.6,-145.623,-158.833,105.8,83.5816
31962.6,-145.623,-157.443,105.8,86.2507
31962.6,-145.623,-156.074,105.8,89.0596
31962.6,-138.692,-154.521,114.735,92.0652
31962.6,-138.692,-152.949,114.735,94.8385
31962.7,-138.692,-151.172,114.735,97.9307
31962.7,-131.214,-149.258,123.218,100.93
31962.7,-131.214,-147.356,123.218,103.831
31962.7,-131.214,-145.341,123.218,106.93
31962.7,-123.218,-143.164,131.214,109.785
31962.7,-123.218,-141.044,131.214,112.695
31962.7,-123.218,-138.822,131.214,115.57
31962.8,-114.736,-136.455,138.692,118.447
31962.7,-114.736,-134.136,138.692,121.148
31962.8,-114.736,-131.743,138.692,123.945
31962.9,-105.801,-129.119,145.623,126.681
31962.8,-105.801,-126.716,145.623,129.339
31962.8,-105.801,-124.162,145.623,131.953
31962.9,-96.4484,-121.452,151.979,134.528
31962.8,-96.4484,-118.815,151.979,136.896
31962.8,-96.4484,-116.102,151.979,139.411
31962.9,-86.7154,-113.266,157.735,141.79
31962.8,-86.7154,-110.458,157.735,144.018
31962.9,-86.7154,-107.572,157.735,146.324
31962.9,-86.7154,-104.598,157.735,148.533
31962.9,-76.6403,-101.668,162.868,150.431
31962.9,-76.6403,-98.9264,162.868,151.88
31962.9,-76.6403,-96.2705,162.868,153.477
31962.9,-66.2618,-93.4625,167.359,155.199
31962.9,-66.2618,-90.6782,167.359,156.987
31962.9,-66.2618,-87.8056,167.359,158.85
31962.9,-55.6229,-84.776,171.189,160.538
31962.9,-55.6229,-81.8138,171.189,161.958
31963,-55.6229,-78.7339,171.189,163.469
31963,-44.7638,-75.53,174.344,164.955
31963,-44.7638,-72.3454,174.344,166.356
31963,-44.7638,-69.0777,174.344,167.87
31963,-33.7283,-65.6041,176.811,169.193
31963,-33.7283,-62.3714,176.811,170.279
31963,-33.7283,-58.9767,176.811,171.493
31963.1,-22.5594,-55.4744,178.58,172.514
31963,-22.5594,-52.051,178.58,173.463
31963,-22.5594,-48.5516,178.58,174.433
31963,-11.3016,-45.0041,179.644,175.217
31963,-11.3016,-41.4624,179.644,175.938
31963.1,-11.3016,-37.8898,179.644,176.683
31963,-11.3016,-34.2276,179.644,177.254
31963.1,-11.3016,-30.693,179.644,177.739
31963.1,-11.3016,-27.3313,179.644,178.113
31963.1,-11.3016,-24.3834,179.644,178.401
31963.1,-11.3016,-21.8357,179.644,178.628
31963.1,-11.3016,-19.7751,179.644,178.811
31963.1,-11.3016,-18.1706,179.644,178.962
31963.1,-11.3016,-16.8373,179.644,179.085
31963.1,-11.3016,-15.7557,179.644,179.188
31963.1,-11.3016,-14.8871,179.644,179.255
31963.2,-11.3016,-14.1914,179.644,179.315
31963.2,-11.3016,-13.6441,179.644,179.368
31963.2,-11.3016,-13.2145,179.644,179.401
31963.2,-11.3016,-12.8573,179.644,179.426
31963.2,-11.3016,-12.5561,179.644,179.461
31963.2,-11.3016,-12.3222,179.644,179.495
31963.2,-11.3016,-12.1329,179.644,179.512
31963.3,-11.3016,-11.9873,179.644,179.521
31963.3,-11.3016,-11.8697,179.644,179.531
31963.3,-11.3016,-11.7735,179.644,179.559
31963.3,-11.3016,-11.681,179.644,179.583
31963.3,-11.3016,-11.6007,179.644,179.584
31963.4,-11.3016,-11.5698,179.644,179.584
31963.3,-11.3016,-11.4967,179.644,179.584
31963.3,-11.3016,-11.478,179.644,179.584
31963.3,-11.3016,-11.4773,179.644,179.585
31963.4,-11.3016,-11.473,179.644,179.588
31963.4,-11.3016,-11.4149,179.644,179.589
31963.4,-11.3016,-11.3489,179.644,179.591
31963.4,-11.3016,-11.3482,179.644,179.592
31963.5,-11.3016,-11.3482,179.644,179.593
31963.4,-11.3016,-11.3482,179.644,179.596
31963.4,-11.3016,-11.3482,179.644,179.597
31963.4,-11.3016,-11.3482,179.644,179.599
31963.4,-11.3016,-11.3482,179.644,179.602
31963.4,-11.3016,-11.3482,179.644,179.607
31963.4,-11.3016,-11.3482,179.644,179.635
31963.4,-11.3016,-11.3482,179.644,179.656
31963.6,-11.3016,-11.3482,179.644,179.656
31963.4,-11.3016,-11.3475,179.644,179.656
31963.4,-11.3016,-11.3475,179.644,179.656
31963.4,-11.3016,-11.3468,179.644,179.656
31963.4,-11.3016,-11.3461,179.644,179.656
31963.4,-11.3016,-11.3453,179.644,179.656
31963.5,-11.3016,-11.3446,179.644,179.656
31963.4,-11.3016,-11.3396,179.644,179.656
31963.4,-11.3016,-11.2887,179.644,179.656
31963.5,-11.3016,-11.2471,179.644,179.656
31963.5,-11.3016,-11.2428,179.644,179.656
31963.5,-11.3016,-11.2428,179.644,179.656
31963.5,-11.3016,-11.2428,179.644,179.656
31963.5,-11.3016,-11.2435,179.644,179.656
31963.5,-11.3016,-11.2435,179.644,179.656
31963.6,-11.3016,-11.2442,179.644,179.655
31963.5,-11.3016,-11.2478,179.644,179.655
31963.5,-11.3016,-11.2521,179.644,179.655
31963.5,-11.3016,-11.2521,179.644,179.655
31963.5,-11.3016,-11.2521,179.644,179.655
31963.5,-11.3016,-11.2521,179.644,179.655
31963.5,-11.3016,-11.2521,179.644,179.655
31963.5,-11.3016,-11.2543,179.644,179.655
31963.5,-11.3016,-11.2564,179.644,179.654
31963.6,-11.3016,-11.2578,179.644,179.654
31963.6,-11.3016,-11.2593,179.644,179.654
31963.6,-11.3016,-11.2607,179.644,179.654
31963.6,-11.3016,-11.2621,179.644,179.654
31963.6,-11.3016,-11.2621,179.644,179.654
31963.6,-11.3016,-11.2629,179.644,179.653
31963.6,-11.3016,-11.2636,179.644,179.653
31963.7,-11.3016,-11.2643,179.644,179.653
31963.7,-11.3016,-11.265,179.644,179.653
31963.7,-11.3016,-11.2657,179.644,179.653
31963.7,-11.3016,-11.2672,179.644,179.653
